#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: DDiscovery
#Serial Number: SN:210321B0F45A
#Date Time: 2022-08-29 19:34:50.492
#Sample rate: 1e+08Hz
#Samples: 32768

Time (s);ADDR;VBLK;W3A09;NMI;IRQ;IMS;W3A0A;FIRQ;BLK
-0.00023747;hFFFF;1;1;0;1;0;1;1;1
-0.00023746;hFFFF;1;1;0;1;0;1;1;1
-0.00023745;hFFFF;1;1;0;1;0;1;1;1
-0.00023744;hFFFF;1;1;0;1;0;1;1;1
-0.00023743;hFFFF;1;1;0;1;0;1;1;1
-0.00023742;hFFFF;1;1;0;1;0;1;1;1
-0.00023741;hFFFF;1;1;0;1;0;1;1;1
-0.0002374;hFFFF;1;1;0;1;0;1;1;1
-0.00023739;hFFFF;1;1;0;1;0;1;1;1
-0.00023738;hFFFF;1;1;0;1;0;1;1;1
-0.00023737;hFFFF;1;1;0;1;0;1;1;1
-0.00023736;hFFFF;1;1;0;1;0;1;1;1
-0.00023735;hFFFF;1;1;0;1;0;1;1;1
-0.00023734;hFFFF;1;1;0;1;0;1;1;1
-0.00023733;hFFFF;1;1;0;1;0;1;1;1
-0.00023732;hFFFF;1;1;0;1;0;1;1;1
-0.00023731;hFFFF;1;1;0;1;0;1;1;1
-0.0002373;hFFFF;1;1;0;1;0;1;1;1
-0.00023729;hFFFF;1;1;0;1;0;1;1;1
-0.00023728;hFFFF;1;1;0;1;0;1;1;1
-0.00023727;hFFFF;1;1;0;1;0;1;1;1
-0.00023726;hFFFF;1;1;0;1;0;1;1;1
-0.00023725;hFFFF;1;1;0;1;0;1;1;1
-0.00023724;hFFFF;1;1;0;1;0;1;1;1
-0.00023723;hFFFF;1;1;0;1;0;1;1;1
-0.00023722;hFFFF;1;1;0;1;0;1;1;1
-0.00023721;hFFFF;1;1;0;1;0;1;1;1
-0.0002372;hFFFF;1;1;0;1;0;1;1;1
-0.00023719;hFFFF;1;1;0;1;0;1;1;1
-0.00023718;hFFFF;1;1;0;1;0;1;1;1
-0.00023717;hFFFF;1;1;0;1;0;1;1;1
-0.00023716;hFFFF;1;1;0;1;0;1;1;1
-0.00023715;hFFFF;1;1;0;1;0;1;1;1
-0.00023714;hFFFF;1;1;0;1;0;1;1;1
-0.00023713;hFFFF;1;1;0;1;0;1;1;1
-0.00023712;hFFFF;1;1;0;1;0;1;1;1
-0.00023711;hFFFF;1;1;0;1;0;1;1;1
-0.0002371;hFFFF;1;1;0;1;0;1;1;1
-0.00023709;hFFFF;1;1;0;1;0;1;1;1
-0.00023708;hFFFF;1;1;0;1;0;1;1;1
-0.00023707;hFFFF;1;1;0;1;0;1;1;1
-0.00023706;hFFFF;1;1;0;1;0;1;1;1
-0.00023705;hFFFF;1;1;0;1;0;1;1;1
-0.00023704;hFFFF;1;1;0;1;0;1;1;1
-0.00023703;hFFFF;1;1;0;1;0;1;1;1
-0.00023702;hFFFF;1;1;0;1;0;1;1;1
-0.00023701;hFFFF;1;1;0;1;0;1;1;1
-0.000237;hFFFF;1;1;0;1;0;1;1;1
-0.00023699;hFFFF;1;1;0;1;0;1;1;1
-0.00023698;hFFFF;1;1;0;1;0;1;1;1
-0.00023697;hFFFF;1;1;0;1;0;1;1;1
-0.00023696;hFFFF;1;1;0;1;0;1;1;1
-0.00023695;hFFFF;1;1;0;1;0;1;1;1
-0.00023694;hFFFF;1;1;0;1;0;1;1;1
-0.00023693;hFFFF;1;1;0;1;0;1;1;1
-0.00023692;hFFFF;1;1;0;1;0;1;1;1
-0.00023691;hFFFF;1;1;0;1;0;1;1;1
-0.0002369;hFFFF;1;1;0;1;0;1;1;1
-0.00023689;hFFFF;1;1;0;1;0;1;1;1
-0.00023688;hFFFF;1;1;0;1;0;1;1;1
-0.00023687;hFFFF;1;1;0;1;0;1;1;1
-0.00023686;hFFFF;1;1;0;1;0;1;1;1
-0.00023685;hFFFF;1;1;0;1;0;1;1;1
-0.00023684;h1EE0;1;1;0;1;0;1;1;1
-0.00023683;h1EE0;1;1;0;1;0;1;1;1
-0.00023682;h1EE0;1;1;0;1;0;1;1;1
-0.00023681;h1EE0;1;1;0;1;0;1;1;1
-0.0002368;h1EE0;1;1;0;1;0;1;1;1
-0.00023679;h1EE0;1;1;0;1;0;1;1;1
-0.00023678;h1EE0;1;1;0;1;0;1;1;1
-0.00023677;h1EE0;1;1;0;1;0;1;1;1
-0.00023676;h1EE0;1;1;0;1;0;1;1;1
-0.00023675;h1EE0;1;1;0;1;0;1;1;1
-0.00023674;h1EE0;1;1;0;1;0;1;1;1
-0.00023673;h1EE0;1;1;0;1;0;1;1;1
-0.00023672;h1EE0;1;1;0;1;0;1;1;1
-0.00023671;h1EE0;1;1;0;1;0;1;1;1
-0.0002367;h1EE0;1;1;0;1;0;1;1;1
-0.00023669;h1EE0;1;1;0;1;0;1;1;1
-0.00023668;h1EE0;1;1;0;1;0;1;1;1
-0.00023667;h1EE0;1;1;0;1;0;1;1;1
-0.00023666;h1EE0;1;1;0;1;0;1;1;1
-0.00023665;h1EE0;1;1;0;1;0;1;1;1
-0.00023664;h1EE0;1;1;0;1;0;1;1;1
-0.00023663;h1EE0;1;1;0;1;0;1;1;1
-0.00023662;h1EE0;1;1;0;1;0;1;1;1
-0.00023661;h1EE0;1;1;0;1;0;1;1;1
-0.0002366;h1EE0;1;1;0;1;0;1;1;1
-0.00023659;h1EE0;1;1;0;1;0;1;1;1
-0.00023658;h1EE0;1;1;0;1;0;1;1;1
-0.00023657;h1EE0;1;1;0;1;0;1;1;1
-0.00023656;h1EE0;1;1;0;1;0;1;1;1
-0.00023655;h1EE0;1;1;0;1;0;1;1;1
-0.00023654;h1EE0;1;1;0;1;0;1;1;1
-0.00023653;h1EE0;1;1;0;1;0;1;1;1
-0.00023652;h1EE0;1;1;0;1;0;1;1;1
-0.00023651;h1EE0;1;1;0;1;0;1;1;1
-0.0002365;h1EE0;1;1;0;1;0;1;1;1
-0.00023649;h1EE0;1;1;0;1;0;1;1;1
-0.00023648;h1EE0;1;1;0;1;0;1;1;1
-0.00023647;h1EE0;1;1;0;1;0;1;1;1
-0.00023646;h1EE0;1;1;0;1;0;1;1;1
-0.00023645;h1EE0;1;1;0;1;0;1;1;1
-0.00023644;h1EE0;1;1;0;1;0;1;1;1
-0.00023643;h1EE0;1;1;0;1;0;1;1;1
-0.00023642;h1EE0;1;1;0;1;0;1;1;1
-0.00023641;h1EE0;1;1;0;1;0;1;1;1
-0.0002364;h1EE0;1;1;0;1;0;1;1;1
-0.00023639;h1EE0;1;1;0;1;0;1;1;1
-0.00023638;h1EE0;1;1;0;1;0;1;1;1
-0.00023637;h1EE0;1;1;0;1;0;1;1;1
-0.00023636;h1EE0;1;1;0;1;0;1;1;1
-0.00023635;h1EE0;1;1;0;1;0;1;1;1
-0.00023634;h1EE0;1;1;0;1;0;1;1;1
-0.00023633;h1EE0;1;1;0;1;0;1;1;1
-0.00023632;h1EE0;1;1;0;1;0;1;1;1
-0.00023631;h1EE0;1;1;0;1;0;1;1;1
-0.0002363;h1EE0;1;1;0;1;0;1;1;1
-0.00023629;h1EE0;1;1;0;1;0;1;1;1
-0.00023628;h1EE0;1;1;0;1;0;1;1;1
-0.00023627;h1EE0;1;1;0;1;0;1;1;1
-0.00023626;h1EE0;1;1;0;1;0;1;1;1
-0.00023625;h1EE0;1;1;0;1;0;1;1;1
-0.00023624;h1EE0;1;1;0;1;0;1;1;1
-0.00023623;h1EE0;1;1;0;1;0;1;1;1
-0.00023622;h1EE0;1;1;0;1;0;1;1;1
-0.00023621;h1EE0;1;1;0;1;0;1;1;1
-0.0002362;h1EE0;1;1;0;1;0;1;1;1
-0.00023619;h1EE0;1;1;0;1;0;1;1;1
-0.00023618;h1ED8;1;1;0;1;0;1;1;1
-0.00023617;h1EDF;1;1;0;1;0;1;1;1
-0.00023616;h1EDF;1;1;0;1;0;1;1;1
-0.00023615;h1EDF;1;1;0;1;0;1;1;1
-0.00023614;h1EDF;1;1;0;1;0;1;1;1
-0.00023613;h1EDF;1;1;0;1;0;1;1;1
-0.00023612;h1EDF;1;1;0;1;0;1;1;1
-0.00023611;h1EDF;1;1;0;1;0;1;1;1
-0.0002361;h1EDF;1;1;0;1;0;1;1;1
-0.00023609;h1EDF;1;1;0;1;0;1;1;1
-0.00023608;h1EDF;1;1;0;1;0;1;1;1
-0.00023607;h1EDF;1;1;0;1;0;1;1;1
-0.00023606;h1EDF;1;1;0;1;0;1;1;1
-0.00023605;h1EDF;1;1;0;1;0;1;1;1
-0.00023604;h1EDF;1;1;0;1;0;1;1;1
-0.00023603;h1EDF;1;1;0;1;0;1;1;1
-0.00023602;h1EDF;1;1;0;1;0;1;1;1
-0.00023601;h1EDF;1;1;0;1;0;1;1;1
-0.000236;h1EDF;1;1;0;1;0;1;1;1
-0.00023599;h1EDF;1;1;0;1;0;1;1;1
-0.00023598;h1EDF;1;1;0;1;0;1;1;1
-0.00023597;h1EDF;1;1;0;1;0;1;1;1
-0.00023596;h1EDF;1;1;0;1;0;1;1;1
-0.00023595;h1EDF;1;1;0;1;0;1;1;1
-0.00023594;h1EDF;1;1;0;1;0;1;1;1
-0.00023593;h1EDF;1;1;0;1;0;1;1;1
-0.00023592;h1EDF;1;1;0;1;0;1;1;1
-0.00023591;h1EDF;1;1;0;1;0;1;1;1
-0.0002359;h1EDF;1;1;0;1;0;1;1;1
-0.00023589;h1EDF;1;1;0;1;0;1;1;1
-0.00023588;h1EDF;1;1;0;1;0;1;1;1
-0.00023587;h1EDF;1;1;0;1;0;1;1;1
-0.00023586;h1EDF;1;1;0;1;0;1;1;1
-0.00023585;h1EDF;1;1;0;1;0;1;1;1
-0.00023584;h1EDF;1;1;0;1;0;1;1;1
-0.00023583;h1EDF;1;1;0;1;0;1;1;1
-0.00023582;h1EDF;1;1;0;1;0;1;1;1
-0.00023581;h1EDF;1;1;0;1;0;1;1;1
-0.0002358;h1EDF;1;1;0;1;0;1;1;1
-0.00023579;h1EDF;1;1;0;1;0;1;1;1
-0.00023578;h1EDF;1;1;0;1;0;1;1;1
-0.00023577;h1EDF;1;1;0;1;0;1;1;1
-0.00023576;h1EDF;1;1;0;1;0;1;1;1
-0.00023575;h1EDF;1;1;0;1;0;1;1;1
-0.00023574;h1EDF;1;1;0;1;0;1;1;1
-0.00023573;h1EDF;1;1;0;1;0;1;1;1
-0.00023572;h1EDF;1;1;0;1;0;1;1;1
-0.00023571;h1EDF;1;1;0;1;0;1;1;1
-0.0002357;h1EDF;1;1;0;1;0;1;1;1
-0.00023569;h1EDF;1;1;0;1;0;1;1;1
-0.00023568;h1EDF;1;1;0;1;0;1;1;1
-0.00023567;h1EDF;1;1;0;1;0;1;1;1
-0.00023566;h1EDF;1;1;0;1;0;1;1;1
-0.00023565;h1EDF;1;1;0;1;0;1;1;1
-0.00023564;h1EDF;1;1;0;1;0;1;1;1
-0.00023563;h1EDF;1;1;0;1;0;1;1;1
-0.00023562;h1EDF;1;1;0;1;0;1;1;1
-0.00023561;h1EDF;1;1;0;1;0;1;1;1
-0.0002356;h1EDF;1;1;0;1;0;1;1;1
-0.00023559;h1EDF;1;1;0;1;0;1;1;1
-0.00023558;h1EDF;1;1;0;1;0;1;1;1
-0.00023557;h1EDF;1;1;0;1;0;1;1;1
-0.00023556;h1EDF;1;1;0;1;0;1;1;1
-0.00023555;h1EDF;1;1;0;1;0;1;1;1
-0.00023554;h1EDF;1;1;0;1;0;1;1;1
-0.00023553;h1EDF;1;1;0;1;0;1;1;1
-0.00023552;h1EDF;1;1;0;1;0;1;1;1
-0.00023551;hFF43;1;1;0;1;0;1;1;1
-0.0002355;hFF43;1;1;0;1;0;1;1;1
-0.00023549;hFF43;1;1;0;1;0;1;1;1
-0.00023548;hFF43;1;1;0;1;0;1;1;1
-0.00023547;hFF43;1;1;0;1;0;1;1;1
-0.00023546;hFF43;1;1;0;1;0;1;1;1
-0.00023545;hFF43;1;1;0;1;0;1;1;1
-0.00023544;hFF43;1;1;0;1;0;1;1;1
-0.00023543;hFF43;1;1;0;1;0;1;1;1
-0.00023542;hFF43;1;1;0;1;0;1;1;1
-0.00023541;hFF43;1;1;0;1;0;1;1;1
-0.0002354;hFF43;1;1;0;1;0;1;1;1
-0.00023539;hFF43;1;1;0;1;0;1;1;1
-0.00023538;hFF43;1;1;0;1;0;1;1;1
-0.00023537;hFF43;1;1;0;1;0;1;1;1
-0.00023536;hFF43;1;1;0;1;0;1;1;1
-0.00023535;hFF43;1;1;0;1;0;1;1;1
-0.00023534;hFF43;1;1;0;1;0;1;1;1
-0.00023533;hFF43;1;1;0;1;0;1;1;1
-0.00023532;hFF43;1;1;0;1;0;1;1;1
-0.00023531;hFF43;1;1;0;1;0;1;1;1
-0.0002353;hFF43;1;1;0;1;0;1;1;1
-0.00023529;hFF43;1;1;0;1;0;1;1;1
-0.00023528;hFF43;1;1;0;1;0;1;1;1
-0.00023527;hFF43;1;1;0;1;0;1;1;1
-0.00023526;hFF43;1;1;0;1;0;1;1;1
-0.00023525;hFF43;1;1;0;1;0;1;1;1
-0.00023524;hFF43;1;1;0;1;0;1;1;1
-0.00023523;hFF43;1;1;0;1;0;1;1;1
-0.00023522;hFF43;1;1;0;1;0;1;1;1
-0.00023521;hFF43;1;1;0;1;0;1;1;1
-0.0002352;hFF43;1;1;0;1;0;1;1;1
-0.00023519;hFF43;1;1;0;1;0;1;1;1
-0.00023518;hFF43;1;1;0;1;0;1;1;1
-0.00023517;hFF43;1;1;0;1;0;1;1;1
-0.00023516;hFF43;1;1;0;1;0;1;1;1
-0.00023515;hFF43;1;1;0;1;0;1;1;1
-0.00023514;hFF43;1;1;0;1;0;1;1;1
-0.00023513;hFF43;1;1;0;1;0;1;1;1
-0.00023512;hFF43;1;1;0;1;0;1;1;1
-0.00023511;hFF43;1;1;0;1;0;1;1;1
-0.0002351;hFF43;1;1;0;1;0;1;1;1
-0.00023509;hFF43;1;1;0;1;0;1;1;1
-0.00023508;hFF43;1;1;0;1;0;1;1;1
-0.00023507;hFF43;1;1;0;1;0;1;1;1
-0.00023506;hFF43;1;1;0;1;0;1;1;1
-0.00023505;hFF43;1;1;0;1;0;1;1;1
-0.00023504;hFF43;1;1;0;1;0;1;1;1
-0.00023503;hFF43;1;1;0;1;0;1;1;1
-0.00023502;hFF43;1;1;0;1;0;1;1;1
-0.00023501;hFF43;1;1;0;1;0;1;1;1
-0.000235;hFF43;1;1;0;1;0;1;1;1
-0.00023499;hFF43;1;1;0;1;0;1;1;1
-0.00023498;hFF43;1;1;0;1;0;1;1;1
-0.00023497;hFF43;1;1;0;1;0;1;1;1
-0.00023496;hFF43;1;1;0;1;0;1;1;1
-0.00023495;hFF43;1;1;0;1;0;1;1;1
-0.00023494;hFF43;1;1;0;1;0;1;1;1
-0.00023493;hFF43;1;1;0;1;0;1;1;1
-0.00023492;hFF43;1;1;0;1;0;1;1;1
-0.00023491;hFF43;1;1;0;1;0;1;1;1
-0.0002349;hFF43;1;1;0;1;0;1;1;1
-0.00023489;hFF43;1;1;0;1;0;1;1;1
-0.00023488;hFF43;1;1;0;1;0;1;1;1
-0.00023487;hFF43;1;1;0;1;0;1;1;1
-0.00023486;hFF43;1;1;0;1;0;1;1;1
-0.00023485;hFF43;1;1;0;1;0;1;1;1
-0.00023484;hFF44;1;1;0;1;0;1;1;1
-0.00023483;hFF44;1;1;0;1;0;1;1;1
-0.00023482;hFF44;1;1;0;1;0;1;1;1
-0.00023481;hFF44;1;1;0;1;0;1;1;1
-0.0002348;hFF44;1;1;0;1;0;1;1;1
-0.00023479;hFF44;1;1;0;1;0;1;1;1
-0.00023478;hFF44;1;1;0;1;0;1;1;1
-0.00023477;hFF44;1;1;0;1;0;1;1;1
-0.00023476;hFF44;1;1;0;1;0;1;1;1
-0.00023475;hFF44;1;1;0;1;0;1;1;1
-0.00023474;hFF44;1;1;0;1;0;1;1;1
-0.00023473;hFF44;1;1;0;1;0;1;1;1
-0.00023472;hFF44;1;1;0;1;0;1;1;1
-0.00023471;hFF44;1;1;0;1;0;1;1;1
-0.0002347;hFF44;1;1;0;1;0;1;1;1
-0.00023469;hFF44;1;1;0;1;0;1;1;1
-0.00023468;hFF44;1;1;0;1;0;1;1;1
-0.00023467;hFF44;1;1;0;1;0;1;1;1
-0.00023466;hFF44;1;1;0;1;0;1;1;1
-0.00023465;hFF44;1;1;0;1;0;1;1;1
-0.00023464;hFF44;1;1;0;1;0;1;1;1
-0.00023463;hFF44;1;1;0;1;0;1;1;1
-0.00023462;hFF44;1;1;0;1;0;1;1;1
-0.00023461;hFF44;1;1;0;1;0;1;1;1
-0.0002346;hFF44;1;1;0;1;0;1;1;1
-0.00023459;hFF44;1;1;0;1;0;1;1;1
-0.00023458;hFF44;1;1;0;1;0;1;1;1
-0.00023457;hFF44;1;1;0;1;0;1;1;1
-0.00023456;hFF44;1;1;0;1;0;1;1;1
-0.00023455;hFF44;1;1;0;1;0;1;1;1
-0.00023454;hFF44;1;1;0;1;0;1;1;1
-0.00023453;hFF44;1;1;0;1;0;1;1;1
-0.00023452;hFF44;1;1;0;1;0;1;1;1
-0.00023451;hFF44;1;1;0;1;0;1;1;1
-0.0002345;hFF44;1;1;0;1;0;1;1;1
-0.00023449;hFF44;1;1;0;1;0;1;1;1
-0.00023448;hFF44;1;1;0;1;0;1;1;1
-0.00023447;hFF44;1;1;0;1;0;1;1;1
-0.00023446;hFF44;1;1;0;1;0;1;1;1
-0.00023445;hFF44;1;1;0;1;0;1;1;1
-0.00023444;hFF44;1;1;0;1;0;1;1;1
-0.00023443;hFF44;1;1;0;1;0;1;1;1
-0.00023442;hFF44;1;1;0;1;0;1;1;1
-0.00023441;hFF44;1;1;0;1;0;1;1;1
-0.0002344;hFF44;1;1;0;1;0;1;1;1
-0.00023439;hFF44;1;1;0;1;0;1;1;1
-0.00023438;hFF44;1;1;0;1;0;1;1;1
-0.00023437;hFF44;1;1;0;1;0;1;1;1
-0.00023436;hFF44;1;1;0;1;0;1;1;1
-0.00023435;hFF44;1;1;0;1;0;1;1;1
-0.00023434;hFF44;1;1;0;1;0;1;1;1
-0.00023433;hFF44;1;1;0;1;0;1;1;1
-0.00023432;hFF44;1;1;0;1;0;1;1;1
-0.00023431;hFF44;1;1;0;1;0;1;1;1
-0.0002343;hFF44;1;1;0;1;0;1;1;1
-0.00023429;hFF44;1;1;0;1;0;1;1;1
-0.00023428;hFF44;1;1;0;1;0;1;1;1
-0.00023427;hFF44;1;1;0;1;0;1;1;1
-0.00023426;hFF44;1;1;0;1;0;1;1;1
-0.00023425;hFF44;1;1;0;1;0;1;1;1
-0.00023424;hFF44;1;1;0;1;0;1;1;1
-0.00023423;hFF44;1;1;0;1;0;1;1;1
-0.00023422;hFF44;1;1;0;1;0;1;1;1
-0.00023421;hFF44;1;1;0;1;0;1;1;1
-0.0002342;hFF44;1;1;0;1;0;1;1;1
-0.00023419;hFF44;1;1;0;1;0;1;1;1
-0.00023418;hFF44;1;1;0;1;0;1;1;1
-0.00023417;hFF44;1;1;0;1;0;1;1;1
-0.00023416;hFF44;1;1;0;1;0;1;1;1
-0.00023415;hFF44;1;1;0;1;0;1;1;1
-0.00023414;hFF44;1;1;0;1;0;1;1;1
-0.00023413;hFF44;1;1;0;1;0;1;1;1
-0.00023412;hFF44;1;1;0;1;0;1;1;1
-0.00023411;hFF44;1;1;0;1;0;1;1;1
-0.0002341;hFF44;1;1;0;1;0;1;1;1
-0.00023409;hFF44;1;1;0;1;0;1;1;1
-0.00023408;hFF44;1;1;0;1;0;1;1;1
-0.00023407;hFF44;1;1;0;1;0;1;1;1
-0.00023406;hFF44;1;1;0;1;0;1;1;1
-0.00023405;hFF44;1;1;0;1;0;1;1;1
-0.00023404;hFF44;1;1;0;1;0;1;1;1
-0.00023403;hFF44;1;1;0;1;0;1;1;1
-0.00023402;hFF44;1;1;0;1;0;1;1;1
-0.00023401;hFF44;1;1;0;1;0;1;1;1
-0.000234;hFF44;1;1;0;1;0;1;1;1
-0.00023399;hFF44;1;1;0;1;0;1;1;1
-0.00023398;hFF44;1;1;0;1;0;1;1;1
-0.00023397;hFF44;1;1;0;1;0;1;1;1
-0.00023396;hFF44;1;1;0;1;0;1;1;1
-0.00023395;hFF44;1;1;0;1;0;1;1;1
-0.00023394;hFF44;1;1;0;1;0;1;1;1
-0.00023393;hFF44;1;1;0;1;0;1;1;1
-0.00023392;hFF44;1;1;0;1;0;1;1;1
-0.00023391;hFF44;1;1;0;1;0;1;1;1
-0.0002339;hFF44;1;1;0;1;0;1;1;1
-0.00023389;hFF44;1;1;0;1;0;1;1;1
-0.00023388;hFF44;1;1;0;1;0;1;1;1
-0.00023387;hFF44;1;1;0;1;0;1;1;1
-0.00023386;hFF44;1;1;0;1;0;1;1;1
-0.00023385;hFF44;1;1;0;1;0;1;1;1
-0.00023384;hFF44;1;1;0;1;0;1;1;1
-0.00023383;hFF44;1;1;0;1;0;1;1;1
-0.00023382;hFF44;1;1;0;1;0;1;1;1
-0.00023381;hFF44;1;1;0;1;0;1;1;1
-0.0002338;hFF44;1;1;0;1;0;1;1;1
-0.00023379;hFF44;1;1;0;1;0;1;1;1
-0.00023378;hFF44;1;1;0;1;0;1;1;1
-0.00023377;hFF44;1;1;0;1;0;1;1;1
-0.00023376;hFF44;1;1;0;1;0;1;1;1
-0.00023375;hFF44;1;1;0;1;0;1;1;1
-0.00023374;hFF44;1;1;0;1;0;1;1;1
-0.00023373;hFF44;1;1;0;1;0;1;1;1
-0.00023372;hFF44;1;1;0;1;0;1;1;1
-0.00023371;hFF44;1;1;0;1;0;1;1;1
-0.0002337;hFF44;1;1;0;1;0;1;1;1
-0.00023369;hFF44;1;1;0;1;0;1;1;1
-0.00023368;hFF44;1;1;0;1;0;1;1;1
-0.00023367;hFF44;1;1;0;1;0;1;1;1
-0.00023366;hFF44;1;1;0;1;0;1;1;1
-0.00023365;hFF44;1;1;0;1;0;1;1;1
-0.00023364;hFF44;1;1;0;1;0;1;1;1
-0.00023363;hFF44;1;1;0;1;0;1;1;1
-0.00023362;hFF44;1;1;0;1;0;1;1;1
-0.00023361;hFF44;1;1;0;1;0;1;1;1
-0.0002336;hFF44;1;1;0;1;0;1;1;1
-0.00023359;hFF44;1;1;0;1;0;1;1;1
-0.00023358;hFF44;1;1;0;1;0;1;1;1
-0.00023357;hFF44;1;1;0;1;0;1;1;1
-0.00023356;hFF44;1;1;0;1;0;1;1;1
-0.00023355;hFF44;1;1;0;1;0;1;1;1
-0.00023354;hFF44;1;1;0;1;0;1;1;1
-0.00023353;hFF44;1;1;0;1;0;1;1;1
-0.00023352;hFF44;1;1;0;1;0;1;1;1
-0.00023351;hFF45;1;1;0;1;0;1;1;1
-0.0002335;hFF45;1;1;0;1;0;1;1;1
-0.00023349;hFF45;1;1;0;1;0;1;1;1
-0.00023348;hFF45;1;1;0;1;0;1;1;1
-0.00023347;hFF45;1;1;0;1;0;1;1;1
-0.00023346;hFF45;1;1;0;1;0;1;1;1
-0.00023345;hFF45;1;1;0;1;0;1;1;1
-0.00023344;hFF45;1;1;0;1;0;1;1;1
-0.00023343;hFF45;1;1;0;1;0;1;1;1
-0.00023342;hFF45;1;1;0;1;0;1;1;1
-0.00023341;hFF45;1;1;0;1;0;1;1;1
-0.0002334;hFF45;1;1;0;1;0;1;1;1
-0.00023339;hFF45;1;1;0;1;0;1;1;1
-0.00023338;hFF45;1;1;0;1;0;1;1;1
-0.00023337;hFF45;1;1;0;1;0;1;1;1
-0.00023336;hFF45;1;1;0;1;0;1;1;1
-0.00023335;hFF45;1;1;0;1;0;1;1;1
-0.00023334;hFF45;1;1;0;1;0;1;1;1
-0.00023333;hFF45;1;1;0;1;0;1;1;1
-0.00023332;hFF45;1;1;0;1;0;1;1;1
-0.00023331;hFF45;1;1;0;1;0;1;1;1
-0.0002333;hFF45;1;1;0;1;0;1;1;1
-0.00023329;hFF45;1;1;0;1;0;1;1;1
-0.00023328;hFF45;1;1;0;1;0;1;1;1
-0.00023327;hFF45;1;1;0;1;0;1;1;1
-0.00023326;hFF45;1;1;0;1;0;1;1;1
-0.00023325;hFF45;1;1;0;1;0;1;1;1
-0.00023324;hFF45;1;1;0;1;0;1;1;1
-0.00023323;hFF45;1;1;0;1;0;1;1;1
-0.00023322;hFF45;1;1;0;1;0;1;1;1
-0.00023321;hFF45;1;1;0;1;0;1;1;1
-0.0002332;hFF45;1;1;0;1;0;1;1;1
-0.00023319;hFF45;1;1;0;1;0;1;1;1
-0.00023318;hFF45;1;1;0;1;0;1;1;1
-0.00023317;hFF45;1;1;0;1;0;1;1;1
-0.00023316;hFF45;1;1;0;1;0;1;1;1
-0.00023315;hFF45;1;1;0;1;0;1;1;1
-0.00023314;hFF45;1;1;0;1;0;1;1;1
-0.00023313;hFF45;1;1;0;1;0;1;1;1
-0.00023312;hFF45;1;1;0;1;0;1;1;1
-0.00023311;hFF45;1;1;0;1;0;1;1;1
-0.0002331;hFF45;1;1;0;1;0;1;1;1
-0.00023309;hFF45;1;1;0;1;0;1;1;1
-0.00023308;hFF45;1;1;0;1;0;1;1;1
-0.00023307;hFF45;1;1;0;1;0;1;1;1
-0.00023306;hFF45;1;1;0;1;0;1;1;1
-0.00023305;hFF45;1;1;0;1;0;1;1;1
-0.00023304;hFF45;1;1;0;1;0;1;1;1
-0.00023303;hFF45;1;1;0;1;0;1;1;1
-0.00023302;hFF45;1;1;0;1;0;1;1;1
-0.00023301;hFF45;1;1;0;1;0;1;1;1
-0.000233;hFF45;1;1;0;1;0;1;1;1
-0.00023299;hFF45;1;1;0;1;0;1;1;1
-0.00023298;hFF45;1;1;0;1;0;1;1;1
-0.00023297;hFF45;1;1;0;1;0;1;1;1
-0.00023296;hFF45;1;1;0;1;0;1;1;1
-0.00023295;hFF45;1;1;0;1;0;1;1;1
-0.00023294;hFF45;1;1;0;1;0;1;1;1
-0.00023293;hFF45;1;1;0;1;0;1;1;1
-0.00023292;hFF45;1;1;0;1;0;1;1;1
-0.00023291;hFF45;1;1;0;1;0;1;1;1
-0.0002329;hFF45;1;1;0;1;0;1;1;1
-0.00023289;hFF45;1;1;0;1;0;1;1;1
-0.00023288;hFF45;1;1;0;1;0;1;1;1
-0.00023287;hFF45;1;1;0;1;0;1;1;1
-0.00023286;hFF45;1;1;0;1;0;1;1;1
-0.00023285;hFF45;1;1;0;1;0;1;1;1
-0.00023284;hFF45;1;1;0;1;0;1;1;1
-0.00023283;hFF45;1;1;0;1;0;1;1;1
-0.00023282;hFF45;1;1;0;1;0;1;1;1
-0.00023281;hFF45;1;1;0;1;0;1;1;1
-0.0002328;hFF45;1;1;0;1;0;1;1;1
-0.00023279;hFF45;1;1;0;1;0;1;1;1
-0.00023278;hFF45;1;1;0;1;0;1;1;1
-0.00023277;hFF45;1;1;0;1;0;1;1;1
-0.00023276;hFF45;1;1;0;1;0;1;1;1
-0.00023275;hFF45;1;1;0;1;0;1;1;1
-0.00023274;hFF45;1;1;0;1;0;1;1;1
-0.00023273;hFF45;1;1;0;1;0;1;1;1
-0.00023272;hFF45;1;1;0;1;0;1;1;1
-0.00023271;hFF45;1;1;0;1;0;1;1;1
-0.0002327;hFF45;1;1;0;1;0;1;1;1
-0.00023269;hFF45;1;1;0;1;0;1;1;1
-0.00023268;hFF45;1;1;0;1;0;1;1;1
-0.00023267;hFF45;1;1;0;1;0;1;1;1
-0.00023266;hFF45;1;1;0;1;0;1;1;1
-0.00023265;hFF45;1;1;0;1;0;1;1;1
-0.00023264;hFF45;1;1;0;1;0;1;1;1
-0.00023263;hFF45;1;1;0;1;0;1;1;1
-0.00023262;hFF45;1;1;0;1;0;1;1;1
-0.00023261;hFF45;1;1;0;1;0;1;1;1
